28 @-@ Year @-@ Old Chef Found Dead at San Francisco Mal ||| 28 岁 厨师 被 发现 死 于 旧金山 一家 商
on August 10 , after the spread of the event of Huang Yilin &apos;s jumping into the river for rescue . Ms . Yin received the condolences and compliments of a lot of friends and relatives as well as the &quot; concerns &quot; of many relatives and friends ||| 8 月 10 日 ， 黄伊琳 跳江 救人 的 事情 传开 后 ， 尹 女士 在 收到 不少 亲友 慰问 、 称赞 的 同时 ， 也 受到 不少 亲友 “ 问责 ”
&quot; now , in retrospect , it &apos;s really scared ! to be honest , when my child does not hold on to the riverbank , my heart is broken soon . ||| “ 现在 回想起来 真的 很 后怕 ! 说实话 ， 当 孩子 在 河堤 上快 坚持 不 下去 了 ， 向 我 求救 时 ， 我 的 心 都 快 碎 了 。
Ms . Yin said with a lingering fear that , despite the danger , she will still support her daughter &apos;s choice and she is proud of her daughter even if she was placed in that scene again ||| 尹 女士 心有余悸 地说 ， 尽管 很 危险 ， 但 如果 再次 置身 那样 的 场景 ， 她 依然 会 支持 女儿 的 选择 ， 她 为 女儿 骄傲
because she was forced to learn swimming , she seldom went to swim after mastering the skill . &quot; I did not expect this skill really to come in handy . ||| 由于 是 被 逼 的 ， 黄伊琳 在 学会 游泳 之后 就 很少 主动 再 下水 了 ， “ 没想到 这项 技能 还 真派 上 了 用场 ”
according to Chen Yiyang , her supervisor , Huang Yilin is the &quot; The Straight A Student &quot; well @-@ known in her class and ready to help ||| 据 黄伊琳 班上 的 班长 陈亦 暘 介绍 ， 黄伊琳 是 班里 公认 的 “ 学霸 ” ， 而且 乐于助人
the opening ceremony of the first Youth Games of Yunnan Province on the 13th day of the month showed youth vitalit ||| 云南省 首届 青运会 13 日 开赛 开幕式 打 民族 牌 展示 青春 活
the first Youth Games in Yunnan Province will be held from August 13 to August 22 in De Hong Zhou Mang City ||| 云南省 首届 青少年 运动会 将 于 8 月 13 日至 8 月 22 日 在 德宏州 芒市 举行
on August 12 , in De Hong Zhou Mang City , the organizing committee held a press conference to introduce the organization and the opening ceremony ||| 8 月 12 日 ， 在 德宏州 芒市 ， 组委会 召开 新闻 发布会 ， 介绍 大赛 的 组织 和 开幕式 筹备 情况
the First Youth Games of Yunnan Province will be hosted by the Yunnan Provincial Sports Bureau and undertaken by Mang City People &apos;s Government . the opening ceremony will be held in the morning of the 13th day of the month ||| 云南省 第一届 青少年 运动会 由 云南省 体育局 主办 ， 芒市 人民政府 承办 ， 运动会 将 于 13 日 上午 举行 开幕式
there are 11 items in the games , including track and field , soccer , basketball , tennis , volleyball , weightlifting , cycling , wrestling , gymnastics , martial arts and so on , involving 180 small items ||| 比赛 共 设有 田径 、 足球 、 篮球 、 网球 、 排球 、 举重 、 自行车 、 摔跤 、 体操 、 武术 等 11 个 项目 ， 涉及 180 个 小项 的 比赛
according to Chang Yin , the deputy director of the First Youth Games Organizing Committee and the deputy director of the Provincial Sports Bureau , by following the principle of &quot; government @-@ led , market operation , frugal race &quot; , all preparation work has been in place ||| 云南省 第一届 青运会 组委会 副 主任 、 省 体育局 副局长 常林 介绍 ， 围绕 “ 政府 主导 、 市场运作 、 节俭办 赛 ” 的 原则 ， 目前 ， 各项 筹备工作 已 全部 到位
the renovation work of Dehong old weightlifting hall and martial arts museum , Mang City Yixiao Wrestling arena , Silver Tower Scenic Area mountain bike track has been completed ||| 德宏州 老 体协 举重 馆 和 武术馆 、 芒市 一小 摔跤 馆 、 银塔 景区 山地 自行车赛 道 等 修缮 工作 已 完成
in terms of event security , the current conference recruited 580 volunteers , during which the volunteers will provide services in the various venues for athletes and visitors ||| 在 赛事 保障 方面 ， 目前 大会 招募 了 580 名 志愿者 ， 在 比赛 期间 ， 这些 志愿者 们 将 在 各个 赛场 为 运动员 和 观众 提供 热情服务
at the same time , 70 medical staff and 11 ambulances were deployed from various Dehong hospitals to produce 11 medical teams , which will be responsible for the medical security work of competition site and the accommodation of athletes ||| 同时 ， 从 德宏州 各 医院 抽调 70 名 医务人员 和 11 辆 救护车 组成 了 11 个 医疗队 ， 负责 比赛 现场 和 运动员 住宿 的 医疗保障 工作
as for the issues related with the opening and closing ceremonies , the lighting ceremony of the current Youth Games is combined the traditional sports characteristics of Yunnan ethnic minorities . in this way , the cultural connotation of Yunnan will be enriched ||| 涉及 开 闭幕式 的 问题 ， 本届 青运会 的 点火 仪式 结合 了 云南 少数民族 的 传统 运动 特点 ， 将 展示 丰富 的 云南 文化 内涵
at present , in preparation for the opening ceremony , a total of 1,500 student actors from Dehong Vocational College and other 500 professional actors are deployed ||| 目前 为 准备 开幕式 文艺演出 ， 共 抽调 了 德宏 职业 学院 1500 名 学生 演员 以及 其他 专业 演员 共计 2000 余人
Yunnan element will be fully integrated into the opening and closing ceremonies . Dehong characteristics will show the regional culture and folk customs features of De Hong Zhou Mang City ||| 开 闭幕式 将 全面 融入 云南 元素 ， 德宏 特色 ， 展示 德宏州 芒市 的 地域 文化 和 民俗 风物 特点
at present , the rehearsal work of the opening ceremony was terminated and the official performance will be held tomorrow morning ||| 目前 ， 开幕式 的 彩排 工作 已 结束 ， 明天 上午 将 举行 正式 演出
the artistic performance of the opening ceremony of the Games will be relatively large in size ||| 本届 青运会 开幕式 文艺演出 相对 以往 而言 规模 更大
from September 1 , people aged 60 years old to 64 years old can take bus by half @-@ price ticket ||| 9 月 1 日起 ， 60 岁 至 64 岁 的 老年人 可以 半价 乘坐 城区 的 公交车
in the morning of September 11 , at Jining City Bus Company IC Card Sales Center , several elderly people are queuing to apply for a card . the 62 @-@ year @-@ old Yao obtained his half @-@ price card for the elderly ||| 11 日 上午 ， 济宁市 公交公司 IC卡 销售 中心 ， 办卡 窗口 前 几位 老年人 正在 排队 办卡 ， 62 岁 的 姚 大爷 拿到 老年 半价 卡
prior to this , Jining Municipal Committee for Aging People , the Municipal Finance Bureau , and the Municipal Department of Transportation worked together to issue &quot; A Notice for 60 @-@ 64 years old people to take bus by half @-@ price ticket &quot; . the preferential policy will be implemented formally since this September 1 ||| 此前 ， 济宁市 老龄委 、 市 财政局 、 市 交通局 下发 《 关于 60 — 64 周岁 老年人 半价 乘坐 城区 公交车 的 通知 》 ， 该 优惠政策 从 今年 的 9 月 1 日 正式 实施
&quot; eligible old people may apply to IC sales center with his second generation ID card . elderly people in this age bracket and with foreign accounts can also enjoy the preferential policy . ||| “ 符合条件 的 老年人 ， 持 二代 身份证 到 IC 销售 中心 办理 就 可以 ； 外地 户口 符合 这个 年龄 的 老年人 也 享受 这个 优惠 。
Liu Xia , the deputy director of the computer center of Jining Bus Company , said that she managed more than 200 elderly half @-@ price tickets since August 1 ||| 济宁市 公交公司 计算机 中心 副 主任 刘霞 说 ， 从 8 月 1 日 开始 办理 以来 ， 已办 了 200 多张 老年 半价 卡
currently , old card is divided into two kinds , one for the elderly free card and the other one for the elderly half @-@ price card ||| 目前 ， 老年 卡 分为 两种 ， 一种 是 老年 免费 卡 ， 一种 是 老年 半价 卡
&quot; to save time for the elderly , the system is upgraded . the elderly free card is reduced from auditing twice per year to once per year . elderly people with card do not need to commute twice . ||| “ 为了 方便 老年人 ， 对系统 进行 了 升级 ， 老年 免费 卡由 原来 一年 审 两次 减少 为 一次 ， 持卡 的 老年人 不用 跑 两趟 了 。
according to the official microblogging news of the China Securities Regulatory Commission ( CSRC ) , the securities market supervision department is cooperating closely with the Shenzhen Stock Exchange and the Hong Kong Stock Exchange ||| 据 证监会 官方 微博 消息 ， 证监会 今日 表示 ， 目前 ， 两地 证券 监管部门 以及 深交所 和 港交所 之间 ， 正在 密切合作
at the same time , the Commission set up a &quot; Shenzhen @-@ Hong Kong stock market transactions interconnection mechanism &quot; special working group , and actively promote the preparatory work . the work will be open this year after the full preparation of the related regulatory rules and technical equipment ||| 同时 ， 证监会 成立 了 “ 深港 通 ” 专项 工作 小组 ， 积极 推进 “ 深港 通 ” 的 各项 准备 工作 ， 待 相关 监管 规则 与 技术装备 就绪 后 ， 今年 将 择机 开通
people who sent a certain amount of mass fraud messages may be punished for crime of swindling even if they did not succeed in fraud ||| 群发 诈骗 短信 达到 一定 数量 ， 即使 未 诈骗 得手 ， 也 可以 诈骗罪 论处
the court trial of Nanyang Wolong District People &apos;s Court of Henan province found that the defendant Li Huiwang sent fraud information through the pseudo @-@ base station equipment in Tongbai county and Nanyang district between September 30 , 2009 and October 4 , 2009 ||| 河南省 南阳市 卧龙区 人民法院 审理 查明 ， ２ ０ １ ５ 年 ９ 月 ３ ０ 日至 １ ０ 月 ４ 日 ， 被告人 李会旺 先后 在 桐柏县 、 南阳 城区 利用 伪 基站设备 发送 诈骗 信息
in the same year , at 10 a.m. on October 5 , 2009 , the defendant once again came to a hotel room of Nanyang City Wolong District , where they sent fraud messages via a fake base station . he was arrested by the police ||| 同年 ， １ ０ 月 ５ 日 １ ０ 时许 ， 被告人 再次 来到 南阳市 卧龙区 某 宾馆 房间内 利用 伪 基站 群发 诈骗 短信 时 ， 被 公安民警 抓获
after the assessment , the pseudo @-@ base station equipment sent 62,228 text messages on October 4 , 2015 . this resulted in 8 seconds to 10 minutes of interruption of 62,228 mobile phone users ||| 经 评估 ， 该 伪 基站设备 在 ２ ０ １ ５ 年 １ ０ 月 ４ 日 发送 短信 ６ ２ ２ ２ ８ 条 ， 造成 ６ ２ ２ ２ ８ 个 手机用户 人均 通讯 中断 ８ 秒 以上 至 １ ０ 分钟 以下
after legal proceedings , the court held that the defendant Li Huiwang used pseudo @-@ base station to send a total of 62,228 fraud messages to a specific number of people . his behavior already constituted a crime of fraud ||| 法院 经 审理 认为 ， 被告人 李会旺 利用 伪 基站 对 不 特定 多数 人 发送 诈骗 短信 共计 ６ ２ ２ ２ ８ 条 ， 其 行为 已 构成 诈骗罪
as the defendant was attempted criminal , not resulting in terrible consequences and having good attitude toward admission of guilt while being caught , it is advisable to take the opinion of giving a lesser punishment ||| 对于 辩护人 提出 的 被告人 被 抓 时系 未遂犯 、 未 造成 后果 ， 认罪态度 较 好 ， 建议 对 其 从轻 处罚 的 意见 予以 采纳
consider the comprehensive crime nature and the attitude toward admission of guilt of the defendant , he was sentenced to 4 years and 6 months of imprisonment , and fined 10,000 yuan ||| 综合 被告人 犯罪 性质 、 认罪态度 等 情节 ， 以 诈骗罪 判处 其 有期徒刑 ４ 年 零 ６ 个 月 ， 并 处罚金 １ 万元
Siberian tigers are currently classified as endangered ( EN ) by the World Conservation Union ( IUCN ) Red List of Endangered Species ||| 东北虎 ， 目前 被 世界 自然 保护 联盟 ( IUCN ) 濒危 物种 红色 名录 列为 濒危 ( EN ) 物种
according to the Jilin Provincial Forestry Department , the data jointly monitored by the United States and Russia and other countries in 1998 showed that Jilin Province only had 4 to 6 manchurian tigers and 3 to 5 Northeast leopards ||| 据 吉林省 林业厅 介绍 ， 1998 年 中美 俄等国 联合 监测 的 数据 显示 ， 吉林省 仅 有 野生 东北虎 4 到 6 只 、 东北 豹 3 到 5 只
according to Yu Changchun , the Director of Jilin Provincial Department of Forestry Protection , Jilin province has gradually enhanced its conservation on wild animals in recent years . the number of populations of manchurian tigers and Northeastern leopards is growing significantl ||| 据 吉林省 林业厅 保护 处处长 于长春 介绍 ， 近年来 吉林省 不断 加大 对 野生动物 的 保护 ， 东北虎 、 东北 豹 在 中国 的 种群 数量 正 显著 增长 ， 分布 区域 不断 扩展
the latest monitoring data in 2015 showed that 27 wild manchurian tigers and 42 Northeastern leopards were monitored within Jilin province territory ||| 2015 年 最新 监测数据 显示 ， 仅 吉林省 境内 就 监测 到 野生 东北虎 27 只 、 东北 豹 42 只
the cooperation between China and Russia is significant for the population restoration and reproduction of manchurian tigers and Northeastern leopards , which are flagship species for the wild animal protection in the Sino @-@ Russia boundary area , ||| 作为 分布 在 中 俄 交界 区域 的 世界 野生动物 保护 旗舰 物种 ， 中 俄 两国间 的 合作 对于 野生 东北虎 、 豹 的 种群 恢复 和 繁衍 意义 重大
according to Jilin Provincial Forestry Department , Jilin Provincial government has established long @-@ term stable cooperation and exchange mechanism with Russian government ||| 据 吉林省 林业厅 介绍 ， 此前 吉林省 已 与 俄罗斯 建立 了 长期 稳定 的 合作 交流 机制
at the 2016 China Hunchun Tiger and Leopard Protection International Forum which was terminated on September 11th , the forestry department and animal protection organization of China and Russia reached several consensuses for the second time ||| 在 11 日 结束 的 2016 中国 珲春 虎豹 保护 国际 论坛 上 ， 中 俄 两国 林业部门 和 动物 保护 组织 再次 达成 多项 共识
according to the Jilin Provincial Forestry Department , the cooperation on enhancing the protection of tigers and leopards of China and Russia is not only quite pressing task for the protection of manchurian tigers and Northeastern leopards , but also a priority to maintain the population health of tigers and leopards of Russia ||| 吉林省 林业厅 表示 ， 加强 中 俄 两国虎 、 豹 保护 合作 ， 不仅 是 中国 东北虎 、 豹 保护 面临 的 十分 紧迫 的 任务 ， 也 是 维系 俄罗斯 虎 、 豹 种群 健康 的 当务之急
Sun Fujian is a Party cadre , but he lost his ideal and belief by violently breaking the discipline of the Party after the 18th National Congress of the Communist Party of China . in addition , he is not astringent and breaks the rules . such deed is vile and grave indeed ||| 孙福坚 身为 党员 领导 干部 ， 理想信念 丧失 ， 严重 违反 党的纪律 ， 且 党 的 十八 大后 仍 不 收敛 、 不收手 、 顶风 违纪 ， 性质 恶劣 、 情节严重
after the occurrence of this case and a number of media reports , this has become the focus of the case , with extremely bad social impact ||| 此 案件 发生 后 ， 经 多家 媒体报道 后 ， 成为 焦点 案件 ， 社会 影响 极坏
after the case , Haikou City Public Security Bureau of Interpol detachment leaders attach great importance and immediately organize a detachment of elite troops to take the initiative to investigate ||| 案件 发生 后 ， 海口市 公安局 刑警支队 领导 高度重视 ， 立即 组织 支队 一 大队 精干 警力 主动出击 展开 侦查
the police immediately pursued and attacked the suspect on the internet and took a variety of measures to control . in addition , the police contacted their colleagues of other cities to investigate the whereabouts of Wang ||| 警方 立即 将 该 嫌疑人 执行 上网 追逃 ， 采取 多种 措施 布控 ， 并 通过 联系 外地 警方 协查 王 某国 的 下落
as the suspect is a stealing recidivism and repeatedly dealt with by the public security organs , he has strong anti @-@ reconnaissance capabilities . in addition , due to his long @-@ term drug abuse , the often drug addiction makes trial work quite difficult ||| 由于 该 嫌疑人 系 盗窃 惯犯 ， 屡次 被 公安机关 打击 处理 过 ， 具有 较强 的 反 侦察 能力 ， 加上 他 长期 吸毒 ， 讯问 中 毒瘾 时常 发作 ， 审讯 工作 非常 困难
Greenland sharks are also known as small head sleeping sharks , widely distributed in Greenland and the North Atlantic waters around Iceland . it has the length of 4 to 5 meters in their adult age ||| 格陵兰 鲨 又称 小头 睡 鲨 ， 广泛 分布 于 格陵兰岛 与 冰岛 周围 的 北大西洋 海域 ， 其 在 成年 时所 达到 的 身长 为 4 至 5 米
but their growth rate is extremely slow , sometimes only about 1 cm a year , suggesting that Greenland shark may have an extra @-@ long life ||| 但 它们 的 生长 速度 极其 缓慢 ， 有时 1 年 只长 约 1 厘米 ， 这 提示 格陵兰 鲨 可能 有着 格外 长 的 寿命
traditional dating methods usually use calcified tissue of animals . some fins can use fins , but this calcified tissue is very scarce in Greenland sharks ||| 传统 的 测年 方法 通常 使用 动物 的 钙化 组织 ， 一些 鲨鱼 中 可以 使用 鳍 脊 ， 但 这种 钙化 组织 在 格陵兰 鲨中 十分 稀少
a new study led by Julius Nelson of the University of Copenhagen , Denmark , turned to the use of Greenland shark &apos;s ocular lens for radioactive carbon dating ||| 由 丹麦 哥本哈根大学 的 尤利乌 斯 · 尼尔森 领导 的 新 研究 转而 使用 格陵兰 鲨 的 眼部 晶状体 进行 放射性 碳测 年
this method had previously been used to determine the age of whales , but it is the first time to be used to determine the age of sharks and other fish ||| 这种 方法 此前 曾 用于 测定 鲸鱼 的 年龄 ， 但 用来 确定 鲨鱼 等 鱼类 的 年龄 还是 第一次
their analysis showed that the life span of the largest shark is estimated at 392 years old , with the error of 120 years old ||| 他们 的 分析 显示 ， 这头 最大 的 鲨鱼 寿命 估计 为 392 岁 ， 误差 为 120 岁
that is to say , this shark is aged at least 272 years old . the maximum age may be 512 years old ||| 这就是说 ， 这 条 鲨鱼 年龄 至少 是 272 岁 ， 最大 可能 达到 512 岁
in addition , the female Greenland shark is alleged to be sexually matured at about 4 meters in length . that is , it can only reach adulthood at least until the age of 156 ||| 此外 ， 雌性 的 格陵兰 鲨 据称 要 到 身长 约 4 米 时 才能 性成熟 ， 换算 成 年龄 也 就是 至少 要 到 156 岁 才 成年
the researchers thus wrote in the paper that the Greenland shark was known as the vertebrate with the longest life span on the Earth , surpassing the age of the previous longevity champion black right whale ( 211 years ) ||| 研究 人员 因此 在 论文 中 写道 ， 格陵兰 鲨 是 地球 上 已知 的 、 最 长寿 的 脊椎动物 ， 超过 了 以前 的 长寿 冠军 露脊 鲸 （ 211 岁 ）
over the past year , the exchange reform results are significant , with RMB exchange rate remaining basically stable , but also laying foundation for promoting the internationalization of the RMB ||| 一年 以来 ， 汇改 成果 显著 ， 人民币 汇率 保持 基本 稳定 ， 同时 也 为 推动 人民币 国际化 奠定 了 基础
from the point of market performance , over the past year , the two @-@ way floating characteristics of RMB exchange rate is outstanding . the elasticity of exchange is expected to be strengthened and the exchange rate is expected to be generally stable ||| 从 市场 表现 来看 ， 一年 来 ， 人民币 汇率 双向 浮动 特征 明显 ， 汇率 弹性 增强 ， 汇率 预期 总体 平稳
ever since the exchange reform , the fluctuation of RMB against the US dollar often appears , with ups and downs during the process ||| 汇改 至今 ， 人民币 对 美元 中间价 超 百点 的 上下 波动 屡屡 出现 ， 但 过程 升 贬 交替
last year , the last remittance measure before &quot; 8.11 &quot; exchange reform was carried out in 2005 . the appreciation of yuan against dollar was significant during the last 10 years ||| 去年 “ 8 · 11 ” 汇改 之前 的 最后 一次 汇改 措施 实施 于 2005 年 ， 十年间 人民币 对 美元 显著 升值
since the implementation of the new exchange reform , the previous appreciation state of RMB was changed . the central parity rate of RMB exchange rate in one year was about 8 % ||| 新汇 改 实施 以来 ， 人民币 改变 了 之前 升值 状态 ， 一 年间 人民币 汇率 中间价 贬值 约 8 ％
this October 1 , the International Monetary Fund will officially accept the yuan , which will become SDR weight currency ||| 今年 10 月 1 日 ， 国际货币基金组织 将 正式 接纳 人民币 ， 成为 Ｓ Ｄ Ｒ （ 特别 提款权 ） 权重 货币
this week , China &apos;s General Administration of Customs released statistics show that the first 7 months of this year , China &apos;s import and export value of 13.21 trillion yuan , down 3 % over the same period last year ||| 本周 ， 中国 海关总署 公布 的 统计数据 显示 ， 今年 前 7 个 月 ， 中国 进出口 总值 13.21 万亿元 人民币 ， 比 去年同期 下降 3 ％
in July , China &apos;s total import and export value fell by only 0.9 % year on year . in particular , China &apos;s export value had a year @-@ on @-@ year rise of 2.9 % ||| 而 在 7 月 当月 ， 中国 进出口 总值 同比 仅 下降 0.9 ％ ， 特别 是 出口 同比 增长 了 2.9 ％
relevant experts believed that despite the signs of stabilization in July , we should not have high expectations ||| 相关 专家 认为 ， 尽管 7 月 进出口 有 企稳 迹象 ， 但 不 应有 过高 预期
in July , China &apos;s total import and export valued 2.09 trillion yuan , a year @-@ on @-@ year fall of 0.9 % ||| 7 月 ， 中国 进出口 总值 2.09 万亿元 人民币 ， 同比 下降 0.9 ％
among them , the export was valued 1.22 trillion yuan , up 2.9 % ; the import was valued 873 billion yuan , down 5.7 % ; trade surplus was valued 342.8 billion yuan , an increase of 34 % ||| 其中 ， 出口 1.22 万亿元 人民币 ， 增长 2.9 ％ ； 进口 8730 亿元 人民币 ， 下降 5.7 ％ ； 贸易顺差 3428 亿元 ， 扩大 34 ％
although the total value of imports and exports fell year on year , the export data enjoyed growth . this is the fifth consecutive month for export to achieve growth since March this year ||| 尽管 进出口 总值 同比 依然 下降 ， 但 出口 数据 出现 了 增长 ， 这 也 是 自 今年 3 月 以来 ， 出口 实现 连续 第五个 月 增长
Shanghai police captured more than 3,400 thieves and combated 157 &quot; robbery fraud &quot; gangs in 4 month ||| 上海 警方 4 个 月 擒贼 3400 余人 打击 “ 盗抢 骗 ” 团伙 157
while detecting the case at the same time , the police also pressed for payments and recovered stolen goods totaling more than 33 million yuan ||| 在 侦破案件 的 同时 ， 警方 还 追缴 赃款赃物 合计 人民币 3300 余万元
according to the theft gang members , they came to Shanghai in the way of chartering unlicensed taxi . then they came down the taxi and gathered and took taxi several hours later . finally , they left Shanghai together ||| 据 盗窃 团伙 成员 供述 ， 他们 通过 包乘 黑车 方式 从 外地 进入 上海 ， 随后 分别 下车 作案 ， 数 小时 后 各自 会合 上车 ， 再 一同 离 沪
during the crime offence period , the criminal suspects swept the floor for theft from top to below by climbing the external wall and breaking the window fence ||| 作案 过程 中 犯罪 嫌疑人 往往 以 一幢 楼为 单位 ， 采用 外墙 攀爬 ， 撬断 防盗窗 栅栏 的 方式 从 上 至 下 “ 扫楼 式 ” 盗窃
recently , the suspect involved was transferred by Xuhui Public Security Bureau to Xuhui District Procuratorate for prosecution ||| 日前 ， 该 涉案 犯罪 嫌疑人 已 被 徐汇 公安分局 移送 徐汇区 检察院 审查起诉
police reminded the general public to lock the doors and windows before going out . in addition , citizens are recommended to choose the relatively hard steel material for anti @-@ theft window ||| 警方 提醒 广大 市民 群众 ， 外出 时 务必 锁好 家中 门窗 ， 对于 防盗窗 的 选择 ， 建议 市民 群众 应当 选择 材质 较硬 的 钢材
in late August , Japanese Prime Minister Shinzo Abe will go to Kenya to attend the 6th African Development Conference , according to the Evening News Peak of Voice of China ||| 据 中国 之声 《 新闻 晚 高峰 》 报道 ， 8 月 下旬 ， 日本首相 安倍晋三 将 赴 肯尼亚 出席 第六届 非洲 开发 会议
the African Development Conference was dominated by Japan , and the previous five meetings were held in Tokyo , Japan or Yokohama , so this meeting will be the first move to Africa ||| 非洲 开发 会议 由 日本 主导 ， 此前 的 五次 会议 均 是 在 日本 东京 或者 横滨 举行 ， 因此 ， 本次 会议 也 将 是 首次 移师 非洲
Japanese Foreign Ministry officials said the meeting held in Africa will help to attract attentions of African and European countries to Japan ||| 日本外务省 官员 就此 表示 ， 在 非洲 当地 召开 会议 有助于 引起 非洲 和 欧洲各国 对 日本 的 关注
in line with the trip of Shinzo Abe , according to Kyodo news agency , the Japanese Liberal Democrats will send parliamentary groups to the countries concerned ||| 为了 配合 安倍晋三 的 此次 出访 ， 据 共同社 消息 ， 日本自民党 将 向 相关 各国 派遣 议员团
Japan &apos;s &quot; application to become a permanent member of the United Nations Security Council &quot; began in the early 90s of the last century while the African @-@ sponsored African Development Conference also began in 1993 . this is not a coincidence ||| 日本 “ 入常 ” 之 路 始于 上 世纪 90 年代 初 ， 而 由 日本 发起 的 非洲 开发 会议 同样 始于 1993 年 ， 这 不是 巧合
Africa has 53 seats in the United Nations and is therefore an important ticket bunker of the United Nation . how can Japan give up Africa if it wanted to join the United Nations Security Council ||| 非洲 在 联合国 拥有 53 个 席位 ， 是 联合国 的 重要 票仓 ， 日本 要 想 “ 入常 ” ， 又 怎么 会 舍弃 非洲
it will also exchange views with national stakeholders on the extreme organization of &quot; Islamic State &quot; and terrorist activities ||| 还 将 与 各国 相关 人士 就 极端 组织 “ 伊斯兰 国 ” 及 恐怖活动 对策 交换意见
&quot; Western Group &quot; will visit seven countries , including Sierra Leone , Liberia and Guinea Bissau ||| “ 西部 组 ” 将 访问 塞拉利昂 、 利比里亚 、 几内亚比绍 等 7 个 国家
Fumio Kishida , the current Minister for Foreign Affairs of Japan has also recently stated the intentions of the African Development Conference at the UN Security Council ||| 日本 外相 岸田文雄 近来 也 在 联合国安理会 上 就 此次 非洲 开发 会议 说明 了 意图
Abe has announced here that in order to stabilize the stability of sub @-@ Saharan African countries , it will provide 100 billion yen ( about RMB 6.1 billion ) in five years ||| 安倍 曾 在 此间 宣布 ， 为了 撒哈拉沙漠 以南 非洲 国家 的 稳定 ， 将 在 5 年内 提供 1000 亿日元 （ 约合 人民币 61 亿元 ） 的 援助
observers generally believe that there are two purposes behind Japan &apos;s generosity toward Africa : first , to increase Japan &apos;s presence in Africa ; second , to win the support of African countries on the application to become a permanent member of the United Nations Security Council ||| 观察 人士 普遍认为 ， 一直 以来 ， 日本 对 非洲 的 慷慨 主要 有 两个 目的 ： 一是 增加 日本 在 非洲 的 存在 感 ； 二是 争取 在 入常 问题 上 赢得 非洲 国家 的 支持
&quot; in terms of politics , Africa is relatively lagging behind , but there are many African countries . so Japan has always regarded it as the so @-@ called &apos; big ticket field , &apos; &quot; said Yang Bojiang , an expert for Japanese issues ||| 日本 问题 专家 杨伯江 分析 称 ， “ 从 政治 方面 ， 非洲 虽然 相对 发展 滞后 ， 但是 国家 数量 比较 多 ， 所以 日本 一向 把 它 视为 所谓 的 ‘ 大票 田 ’ 。
Japan will not give up in the future and its work on Africa will not be terminated but gradually strengthened ||| 今后 日本 是 不会 放弃 的 ， 对于 非洲 的 工作 也 不会 就此 终止 ， 会 不断加强
economically , Japan enjoys a strong production capacity , but its domestic market is relatively limited . in particular , the domestic demand is relatively weak in the context of aging population ||| 经济 方面 ， 因为 日本 的 生产能力 比较 强 ， 但是 国内 市场 相对 有限 ， 特别 是 目前 在 少子 老龄化 背景 下 ， 内需 相对 比较 低迷
however , from Junichiro Koizumi , who was Japan &apos;s prime minister 10 years ago , to the present Abe , Japan has repeatedly launched the &quot; sprint &quot; scheme . however , all schemes were abandoned eventually ||| 不过 ， 从 10 年前 的 小泉 纯一 郎 ， 到 10 年 后 的 安倍 ， 其间 ， 日本 曾多次 发起 的 入常 “ 冲刺 ” ， 却 均 铩羽而归
yang Bojiang believed that the intension of Japan to become a permanent member of the United Nations Security Council is be clear at a glance . however , the road is bound to be full of obstacles ||| 日本 问题 专家 杨伯江 认为 ， 日本 入常 意图 一目了然 ， 但入 常之路 势必 困难重重
to achieve its own goals , Japan should firstly do a good job with the surrounding countries . and Japan needs to have a correct attitude no matter in geopolitical competition or in the national dispute or understanding of a historical problem ||| 日本 要 实现 自己 的 目标 ， 首先 要 和 周边国家 搞好关系 ， 其中 ， 无论 在 地缘 政治 争夺 还是 在 民族 争端 以及 历史 认识 问题 上 ， 日本 需要 有 一个 正确 的 态度
Haikou Maritime Court registers a case in the early morning to ensure the rights and interests of litigants of Lingao sinking boa ||| 海口 海事 法院 凌晨 立案 确保 临高 渔船 沉没 事件 当事人 权
the relatives of these 3 dead crew members rushed to Haikou Maritime Court at 4 a.m. on August 7 to submit the application of preserving property and seizing the suspected cargo ship before prosecution ||| 3 名 身亡 船员 的 亲属 于 8 月 7 日 凌晨 4 点 赶赴 海口 海事 法院 ， 提 起诉 前 财产 保全 扣押 涉嫌 肇事 货轮 的 申请
after the incident on August 4 , the alleged cargo ship was detained by the maritime bureau in Xiuying port of Haikou to assist in the investigation ||| 4 日 事发 后 ， 涉嫌 肇事 货轮 被 海事局 扣押 于 海口 秀英 港 协助 调查
in view of the expiration of the 72 hours of detention period at 9 : 00 a.m. on August 7 in Maritime Bureau , the victims of relatives filed a deposit insurance application to the court in the morning of August 7 ||| 鉴于 海事局 72 小时 扣押 期限 于 8 月 7 日 上午 9 点 届满 ， 遇难者 亲属 于 7 日 凌晨 向 法院 提起 财产 保全申请
at 4 : 20 a.m. , the applicant filed a pre @-@ litigation property preservation and were received patiently by judicial police on duty ||| 凌晨 4 点 20 分 ， 申请人 提 起诉 前 财产 保全 ， 值班 法警 耐心 接待
the current forum was chaired by Professor Cao Xianqiang , the Executive Vice President of School of Politics and Public Administration , Shandong University ||| 本期 大 讲坛 由 山东大学 政治 与 公共 管理 学院 常务副 院长 曹现 强 教授 主持
what are the challenges of world economic globalization and integration to governance ||| 世界 经济 全球化 、 一体化 对 执政 能力 带来 哪些 挑战
how does national governance adapt to the changing world ||| 国家 治理 如何 适应 变化 的 世界
